C,15401.7199,172.3509,175.3746,98.7742,98.7742,91.7189,87.6873,88.6952,34820.9292,40271.6524,42356.9975,36337.8187
D,36367.0478,32523.9251,18945.4963,1979.5156,106.8374,100.79,96.7584,92.7268,99.7821,95.7505,96.7584,93.7347
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 505-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,30183.85,27391.2,29011.24,26455.94,22682.58,6592.27,116.15,108.07,111.1,173.72,92.92,109.08
B,114.13,115.14,111.1,108.07,66370.13,71248.43,72432.15,69783.93,66185.3,60264.68,58108.33,43556.25
C,15633.79,175.74,173.72,98.98,96.96,93.93,87.87,85.85,35311.62,40795.92,42778.55,36907.42
D,36879.14,32871.46,19066.78,2007.88,106.05,90.9,96.96,90.9,93.93,98.98,86.86,93.93
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 506-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,30099.7914,27439.7298,28857.822,26319.2244,22656.0726,6525.6534,122.4762,110.3298,110.3298,172.074,93.1224,111.342
B,120.4518,119.4396,116.403,115.3908,66532.9182,71537.235,72295.3728,69720.336,65690.7678,60193.5096,57947.4378,43509.417
C,15515.0016,174.0984,174.0984,98.1834,97.1712,92.1102,91.098,88.0614,35255.9382,40795.7088,42661.1934,36794.4822
D,36777.2748,32770.9872,19080.9822,2007.1926,110.3298,98.1834,98.1834,93.1224,92.1102,92.1102,100.2078,95.1468
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 507-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,30163.2534,27372.9141,28748.3049,26202.4119,22638.1617,6473.2626,119.6874,109.5444,116.6445,175.4739,96.3585,111.573
B,114.6159,127.8018,120.7017,115.6302,66697.3251,71287.0326,71957.4849,69502.8789,65567.3949,59990.7735,57771.4851,43330.896
C,15465.0321,177.5025,175.4739,97.3728,94.3299,92.3013,91.287,86.2155,35222.5818,40661.2584,42774.0453,36793.7325
D,36573.6294,32589.459,18918.7236,1987.0137,104.4729,102.4443,99.4014,94.3299,95.3442,93.3156,94.3299,94.3299
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 508-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,29791.7004,27121.6176,28457.1672,25915.1508,22153.4544,6389.0904,121.968,111.804,115.8696,173.8044,101.64,111.804
B,112.8204,116.886,115.8696,120.9516,65867.802,70635.7344,71318.7552,68452.5072,64944.9108,59147.3652,56798.4648,42692.8656
C,15233.8032,170.7552,177.87,94.5252,96.558,89.4432,88.4268,88.4268,34816.782,40086.816,42181.6164,36258.0372
D,35982.5928,32078.6004,18688.5468,1985.0292,106.722,103.6728,95.5416,101.64,92.4924,94.5252,95.5416,92.4924
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 509-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,29230.1168,26442.756,27831.8536,25291.964,21699.0488,6255.0128,125.2632,112.024,114.0608,169.0544,96.748,117.116
B,116.0976,123.2264,123.2264,118.1344,64531.9344,69051.5936,69868.3504,67263.2832,63456.504,58077.3152,55958.0248,41944.8408
C,14862.5296,174.1464,174.1464,93.6928,101.84,89.6192,96.748,85.5456,34144.9152,39405.9696,41434.6224,35705.104
D,35307.928,31357.5544,18268.0592,1924.776,108.9688,103.8768,100.8216,94.7112,92.6744,94.7112,100.8216,88.6008
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 510-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,28219.4574,25553.4135,26841.0321,24493.3218,21048.789,6062.6226,123.4563,108.1518,115.2939,170.3901,98.9691,114.2736
B,125.4969,125.4969,118.3548,115.2939,62795.3838,66937.8018,67664.2554,65299.2,61682.2365,56209.3473,53831.028,40601.8182
C,14372.9661,168.3495,174.4713,95.9082,98.9691,88.7661,90.8067,87.7458,33186.2778,38185.7478,39972.2931,34512.6678
D,34159.644,30382.4934,17689.9614,1858.9866,112.233,104.0706,93.8676,97.9488,97.9488,97.9488,99.9894,91.827
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 511-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,27434.568,24732.4,25989.46,23752.302,20394.01,5877.522,123.662,105.266,118.552,162.498,93.002,111.398
B,125.706,119.574,120.596,118.552,60995.004,65112.642,65797.382,63270.998,59696.042,54480.776,52518.536,39280.57
C,14001.4,172.718,181.916,90.958,101.178,90.958,87.892,88.914,32012.106,36937.124,38736.866,33530.798
D,33024.908,29350.818,17075.576,1829.38,109.354,100.156,99.134,96.068,90.958,102.2,94.024,94.024
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 512-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,26529.7294,24066.4666,25112.7902,22903.4298,19724.5308,5687.209,121.8322,109.5466,113.6418,163.808,97.261,116.7132
B,121.8322,124.9036,121.8322,116.7132,59100.9026,62726.1784,63461.2668,61217.0972,57627.6544,52730.819,50717.0044,38104.8122
C,13362.6376,160.7366,184.284,99.3086,94.1896,91.1182,91.1182,91.1182,30985.307,35743.9294,37493.6036,32323.4136
D,31957.917,28278.3798,16495.4656,1736.3648,107.499,99.3086,97.261,97.261,101.3562,102.38,96.2372,94.1896
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 513-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,25801.1148,23276.58,24243.5322,22281.942,19088.8464,5500.2456,123.048,120.9972,112.794,164.064,94.3368,119.9718
B,119.9718,123.048,120.9972,115.8702,57150.669,60894.4044,61592.7018,59346.0504,55877.1222,51135.6726,49180.2348,36902.0952
C,13067.6976,158.937,164.064,100.4892,99.4638,88.1844,95.3622,90.2352,30008.331,34800.0252,36447.843,31457.2212
D,31029.6294,27417.1452,16030.0782,1707.291,110.7432,106.6416,99.4638,98.4384,96.3876,103.5654,95.3622,99.4638
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 514-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,24590.8332,22261.024,23226.216,21316.368,18229.8072,5321.9044,125.2696,112.948,118.082,161.2076,93.4388,121.1624
B,122.1892,130.4036,122.1892,120.1356,54621.6528,58444.4292,59089.2596,56867.2644,53586.6384,48890.0552,47157.8436,35464.6452
C,12509.5044,158.1272,176.6096,94.4656,93.4388,87.278,93.4388,90.3584,28657.988,33206.712,34850.6188,30082.1596
D,29614.9656,26423.6712,15356.8208,1640.8264,100.6264,104.7336,97.546,100.6264,102.68,100.6264,95.4924,102.68
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 515-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,23488.656,21212.8068,22225.7808,20415.7968,17523.936,5015.5068,122.3796,118.266,116.2092,154.26,95.6412,123.408
B,126.4932,131.6352,132.6636,124.4364,52392.8664,55724.8824,56265.8208,54215.1912,51135.1332,46713.0132,45013.068,33891.9504
C,11912.9856,160.4304,170.7144,99.7548,98.7264,93.5844,93.5844,87.414,27440.7972,31738.4808,33345.87,28767.4332
D,28307.7384,25144.38,14661.8988,1575.5088,109.0104,104.8968,101.8116,96.6696,97.698,101.8116,97.698,97.698
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 516-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,22495.3238,20421.7325,21262.2941,19504.9435,16761.7872,4922.8479,125.6722,116.4013,119.4916,158.6354,97.8595,122.5819
B,120.5217,127.7324,121.5518,123.612,49886.7129,53400.384,54051.4072,52192.0767,48994.6463,44614.6611,43180.7619,32455.3607
C,11508.2772,156.5752,176.1471,95.7993,94.7692,91.6789,90.6488,91.6789,26240.7674,30424.0035,32000.0565,27594.3188
D,27143.135,24119.7915,14017.6008,1519.3975,107.1304,103.01,101.9799,98.8896,100.9498,100.9498,96.8294,99.9197
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 517-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,21358.2662,19472.9849,20505.9168,18636.114,15988.2586,4678.6346,130.0194,114.5409,120.7323,149.6255,91.8391,113.509
B,123.828,136.2108,125.8918,123.828,47514.8674,50846.8725,51329.8017,49559.0613,46709.9854,42698.9901,41133.5978,30899.2136
C,10940.2038,157.8807,171.2954,102.1581,96.9986,92.871,94.9348,89.7753,25026.6707,28964.4011,30413.1887,26258.7593
D,25894.4986,23081.5392,13365.1688,1437.4367,111.4452,107.3176,96.9986,102.1581,92.871,99.0624,98.0305,95.9667
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 518-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,20412.0999,18554.8563,19441.08,17857.8729,15303.6459,4480.7553,122.0238,118.9215,124.092,144.774,91.0008,117.8874
B,123.0579,129.2625,125.1261,130.2966,45403.1946,48367.9593,48891.2139,47559.2931,44793.0756,40608.0729,39256.5042,29522.5209
C,10422.6939,145.8081,173.7288,97.2054,99.2736,89.9667,88.9326,87.8985,23846.346,27574.2765,29088.1989,25102.7775
D,24756.354,21931.1928,12802.158,1397.0691,109.6146,107.5464,96.1713,99.2736,100.3077,99.2736,103.41,94.1031
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 519-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,19482.897,17772.507,18605.9334,17088.351,14607.7672,4294.6338,125.4286,112.9894,120.2456,148.2338,89.1476,119.209
B,122.3188,127.5018,127.5018,122.3188,43334.0264,46227.177,46658.4026,45223.7482,42700.6638,38682.8022,37530.103,28227.6546
C,10025.9952,145.124,171.039,95.3672,97.4404,88.111,95.3672,91.2208,22794.834,26391.836,27705.2082,23901.9228
D,23724.6642,21029.5042,12215.2944,1340.3238,104.6966,100.5502,100.5502,104.6966,97.4404,102.6234,102.6234,98.477
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 520-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,18772.3305,17076.906,17852.373,16375.2435,14201.649,4127.8545,125.7795,113.3055,123.7005,145.53,94.5945,118.503
B,122.661,129.9375,123.7005,117.4635,41826.3615,44557.128,44913.6765,43619.499,41081.04,37243.206,36083.124,27217.2285
C,9637.2045,149.688,175.6755,94.5945,97.713,93.555,93.555,91.476,21937.608,25313.904,26682.9255,23057.1495
D,22755.6945,20259.855,11826.3915,1305.612,108.108,99.792,102.9105,100.8315,97.713,104.9895,107.0685,94.5945
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 521-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,17955.294,16365.1765,17127.3902,15769.7948,13484.1964,3958.0892,130.3375,115.7397,125.124,142.8499,92.8003,120.9532
B,128.2521,133.4656,124.0813,123.0386,39809.2433,42580.7399,42968.6243,41626.6694,39273.2955,35764.61,34595.7433,25993.4683
C,9252.9198,149.1061,167.8747,95.9284,93.843,95.9284,90.7149,92.8003,20893.6226,24341.8315,25500.2712,22063.532
D,21834.138,19469.2944,11346.6614,1244.9838,105.3127,103.2273,101.1419,105.3127,101.1419,99.0565,103.2273,102.1846
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 522-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,17188.6164,15724.8427,16370.4098,15173.4426,12989.8145,3817.9487,126.6023,116.1393,129.7412,139.1579,92.0744,120.3245
B,124.5097,132.8801,127.6486,126.6023,38115.6627,40737.6905,41350.8223,39986.4471,37633.3184,34363.6309,33316.2846,24998.1996
C,8860.0684,143.3431,169.5006,98.3522,93.1207,89.9818,95.2133,93.1207,20119.3027,23279.1287,24539.9202,21140.4915
D,21015.9818,18737.1404,10901.3997,1198.0135,102.5374,104.63,103.5837,100.4448,102.5374,100.4448,99.3985,99.3985
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 523-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,16506.5148,15080.2074,15787.0593,14656.9365,12506.9724,3681.3015,128.1366,110.2815,126.036,133.3881,90.3258,118.6839
B,131.2875,128.1366,132.3378,121.8348,36665.973,39256.0128,39622.5675,38416.8231,36258.4566,33050.8404,31963.7799,24139.0449
C,8554.6935,135.4887,173.2995,100.8288,91.3761,94.527,91.3761,88.2252,19219.4397,22351.4343,23526.72,20340.1098
D,20112.1947,17982.1863,10468.3401,1145.8773,105.03,99.7785,103.9797,95.5773,97.6779,97.6779,100.8288,99.7785
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 524-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,16114.869,14748.237,15337.7025,14185.134,12278.598,3587.409,123.3765,114.9405,128.649,139.194,91.7415,114.9405
B,129.7035,129.7035,132.867,124.431,35587.266,38135.9925,38676.951,37534.9275,35345.7855,32263.482,31113.0225,23509.023
C,8325.2775,138.1395,170.829,97.014,92.796,92.796,89.6325,87.5235,18789.081,21755.3895,22924.83,19856.235
D,19657.989,17504.7,10252.9035,1111.443,107.559,99.123,107.559,104.3955,102.2865,99.123,103.341,95.9595
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 525-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,15629.1387,14260.7815,14876.1186,13837.1415,11901.1067,3470.6707,124.9738,113.3237,126.0329,139.8012,93.2008,123.9147
B,128.1511,130.2693,124.9738,122.8556,34602.9152,36932.9352,37347.0433,36245.5793,34287.3034,31283.6958,30240.4823,22822.5459
C,8081.9921,142.9785,173.6924,95.319,96.3781,95.319,94.2599,87.9053,18240.8793,21125.8677,22294.055,19172.8873
D,19150.6462,17038.8008,9960.8355,1106.7595,105.91,105.91,103.7918,102.7327,100.6145,98.4963,98.4963,94.2599
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 526-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,15289.3069,13966.8792,14571.1744,13462.5906,11630.5548,3420.4385,123.4124,121.2846,123.4124,131.9236,95.751,121.2846
B,127.668,130.8597,129.7958,126.6041,33732.0134,36061.9544,36577.9459,35695.9728,33488.3803,30628.6171,29673.2349,22307.8552
C,7953.7164,131.9236,176.6074,97.8788,100.0066,91.4954,91.4954,93.6232,17733.0852,20685.4077,21714.199,18793.7935
D,18626.7612,16681.952,9754.8991,1078.7946,103.1983,103.1983,96.8149,97.8788,97.8788,102.1344,96.8149,102.1344
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 527-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,14931.792,13629.75,14294.668,13270.566,11373.091,3340.625,125.073,114.383,125.073,134.694,95.141,121.866
B,126.142,131.487,124.004,125.073,32873.888,35289.828,35778.361,34707.223,32586.327,29897.792,28818.102,21770.185
C,7788.734,135.763,177.454,101.555,96.21,91.934,89.796,86.589,17350.939,20247.929,21270.962,18347.247
D,18256.382,16307.595,9569.688,1065.793,106.9,102.624,104.762,100.486,99.417,99.417,99.417,96.21
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 528-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,14594.6496,13329.0064,13999.432,12920.7344,11103.924,3264.0272,131.0768,116.0352,124.6304,131.0768,92.3984,123.556
B,125.7048,134.3,133.2256,128.928,32185.8008,34622.54,34927.6696,34101.456,31936.54,29147.3976,28152.5032,21342.956
C,7568.0736,136.4488,167.6064,97.7704,98.8448,89.1752,94.5472,89.1752,16980.892,19716.3144,20784.268,18028.432
D,17942.48,15996.7416,9308.6016,1038.9448,107.44,103.1424,100.9936,103.1424,102.068,103.1424,102.068,98.8448
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 529-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,14160.7287,12951.2407,13617.539,12577.5953,10840.0362,3196.504,127.4282,115.5493,125.2684,126.3483,89.6317,118.789
B,130.6679,129.588,126.3483,123.1086,31216.6693,33580.5704,33885.1022,33037.3807,31129.1974,28233.9855,27413.2615,20808.5931
C,7455.6296,131.7478,165.2247,101.5106,92.8714,89.6317,91.7915,89.6317,16419.8795,19109.9104,20195.2099,17422.0267
D,17324.8357,15456.6087,9086.2786,1011.8663,105.8302,103.6704,107.99,96.1111,95.0312,101.5106,101.5106,100.4307
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 530-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,13832.5265,12691.666,13309.3155,12257.466,10531.521,3112.1285,125.918,119.405,125.918,128.089,94.4385,118.3195
B,131.3455,133.5165,125.918,129.1745,30538.3715,32749.535,33077.356,32314.2495,30451.5315,27656.369,26743.4635,20222.865
C,7186.01,133.5165,172.5945,93.353,91.182,89.011,89.011,89.011,16044.7755,18644.548,19667.089,17019.5545
D,16948.997,15145.9815,8847.9105,996.489,106.379,99.866,99.866,100.9515,98.7805,98.7805,100.9515,97.695
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 531-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,13381.115,12311.935,12800.703,11933.358,10266.31,3025.343,126.556,113.464,122.192,125.465,92.735,115.646
B,128.738,126.556,128.738,123.283,29608.649,31730.644,32211.775,31347.703,29372.993,26764.412,25867.61,19640.182
C,6995.492,133.102,166.923,96.008,92.735,97.099,92.735,91.644,15470.38,18135.693,19118.684,16536.287
D,16428.278,14666.313,8614.536,961.171,111.282,99.281,100.372,101.463,94.917,99.281,98.19,98.19
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 532-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,13072.5686,12012.1564,12504.5298,11668.9206,9975.7702,2954.2404,129.3988,115.143,119.5294,125.0124,84.4382,125.0124
B,133.7852,126.109,128.3022,127.2056,28830.7106,30977.8534,31289.2878,30385.6894,28795.6194,26197.774,25351.1988,19152.119
C,6849.3636,127.2056,168.8764,94.3076,95.4042,89.9212,94.3076,83.3416,15229.5808,17723.2492,18686.064,16169.367
D,16011.4566,14396.1648,8439.4336,944.1726,105.2736,101.9838,101.9838,99.7906,94.3076,99.7906,98.694,100.8872
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 533-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,12750.3041,11768.1548,12223.4047,11326.1325,9711.263,2874.7984,117.9461,113.5369,119.0484,123.4576,90.3886,120.1507
B,126.7645,130.0714,125.6622,123.4576,28138.4121,30123.6544,30678.1113,29672.8137,28064.558,25519.3473,24710.2591,18646.5068
C,6672.2219,128.9691,162.0381,93.6955,91.4909,87.0817,90.3886,88.184,14770.82,17237.7674,18153.7787,15724.3095
D,15560.0668,13958.4249,8171.3499,929.2389,106.9231,95.9001,95.9001,95.9001,95.9001,97.0024,98.1047,97.0024
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 534-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,12437.3144,11417.8624,11923.156,11045.5408,9573.984,2821.2226,127.4315,111.9181,120.7829,125.2153,85.3237,116.3505
B,125.2153,131.8639,127.4315,122.9991,27417.7183,29559.6756,29957.4835,29016.7066,27353.4485,24989.8712,24169.8772,18213.8397
C,6518.9523,130.7558,167.3231,95.2966,90.8642,87.5399,88.648,86.4318,14410.8405,16829.8228,17823.7885,15348.2931
D,15198.6996,13631.8462,7981.6443,914.1825,101.9452,100.8371,99.729,97.5128,93.0804,95.2966,95.2966,100.8371
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 535-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,11983.4496,11013.504,11558.0544,10684.992,9174.9504,2726.0928,122.496,102.4512,121.3824,119.1552,89.088,114.7008
B,121.3824,125.8368,126.9504,123.6096,26517.0432,28362.2784,28914.624,28089.4464,26427.9552,24022.5792,23254.1952,17610.4704
C,6260.6592,124.7232,163.6992,89.088,92.4288,87.9744,90.2016,86.8608,13892.16,16249.6512,17239.6416,14777.472
D,14697.2928,13117.0944,7689.408,885.312,102.4512,100.224,96.8832,90.2016,92.4288,95.7696,96.8832,97.9968
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 536-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,11758.452,10812.897,11232.522,10462.65,8960.952,2656.506,119.733,108.543,115.257,119.733,88.401,117.495
B,123.09,134.28,116.376,124.209,25879.113,27681.822,28109.28,27289.053,25782.879,23474.382,22753.746,17133.009
C,6133.239,118.614,162.255,90.639,90.639,89.52,87.282,82.806,13603.683,15822.66,16840.95,14523.501
D,14328.795,12848.358,7548.774,872.82,97.353,100.71,93.996,95.115,93.996,96.234,92.877,95.115
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,

,Raw Data (Em Spectrum) 472-16 / 537-10,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
